Number;Nama Media;Jenis Media;Penanggung Jawab;Pemimpin Redaksi;Badan Hukum;Provinsi;Alamat;Telp;Email;Website;Status;Tgl Approve
311;Jambi Independent Online;Siber;MUNAWIR;MUNAWIR;PERS MEDIA INDEPENDEN;Jambi;Jln. Sudirman, No. 100, Thehok, Kota Jambi.(Graha Pena Jambi, Lantai 3);0811749553;webjambi@gmail.com;https://jambi-independent.co.id;Terverifikasi Administratif;2020-11-08
312;beritaseruyan.com;Siber;H. HAMLI TULIS;H. HAMLI TULIS;SERUYAN DIGITAL PERDANA;Kalimantan Tengah;Jln Kihajar Dewantara Kuala Pembuang II, Kec. Seruyan Hilir Kabupaten Seruyan;082354675777- 0813-5295-5888;beritaseruyan@yahoo.com;https://beritaseruyan.com/;Terverifikasi Administratif;2020-11-02
313;New Malang Pos;Cetak;Dhimam Abror;Dhimam Abror;Malang Pos Siber;Jawa Timur;Jl. Jembawan VII No. 8 Sawojajar II Blok 3F Malang;(0341)3029122;newmalangpos@gmail.com;newmalangpos.id;Terverifikasi Administratif;2020-10-23
314;ceknricek.com;Siber;Ilham Bintang;Ariful Hakim;PT Bintang Angkasa Berjaya;DKI Jakarta;Jalan H. Saaba No.40 Meruya Selatan, Kembangan, Jakarta Barat 11650;02158570781;ekoyuswantomail@yahoo.co.id;https://ceknricek.com;Terverifikasi Administratif dan Faktual;2020-10-23
315;Sketsa Kepri;Cetak;Abdilah;Abdilah;Sketsa Media Nusantara;Kepulauan Riau;Jl. Pompa Air No. 063 Kota Tanjungpinang;0822-6887-0322;sketsakepricetak@gmail.com;sketsakepri.co.id;Terverifikasi Administratif;2020-10-23
316;waspada.co.id;Siber;Tribuana Said, MDS;Tribuana Said, MDS;PT Waspada Online;Sumatera Utara;Jl Brigjen Katamso / Letjen Suprapto no. 1;0819611101;waspadaonlinetim@gmail.com / redaksi@waspada.co.id;www.waspada.co.id;Terverifikasi Administratif dan Faktual;2020-10-20
317;Harian Umum Warta Bali;Cetak;IGMB DWIKORA PUTRA;IGMB DWIKORA PUTRA;PT WARTA BALI UTAMA;Bali;JALAN KEPUNDUNG No 61 B DENPASAR 80232;(0631) - 4458999;admwartabali@yahoo.com;wartabali@gmail.com , admwartabali@yahoo.com;Terverifikasi Administratif dan Faktual;2020-10-20
318;koran sempena;Cetak;P.Arianto Pandiangan;P.Arianto Pandiangan;SEMPENA JAYA PERS;Kepulauan Riau;Jl.DI Panjaitan Km.IX Blok C no 50 Komp.Bintan Center;081270077783;ariantopandi77@gmail.com;sempenanews@yahoo.com;Terverifikasi Administratif dan Faktual;2020-10-20
319;Memorandum.co.id;Siber;Ir. Arief Sosiawan MM;Ir. Arief Sosiawan MM;Memorandum Multimedia Sejahtera;Jawa Timur;Jl. Ketintang Baru III/91 Surabaya;031 8275390;memorandumcoid@gmail.com;memorandum.co.id;Terverifikasi Administratif dan Faktual;2020-10-20
320;intipos.com;Siber;Zulfikar Tanjung;Zulfikar Tanjung;INTI KARTIKA JAYA;Sumatera Utara;Jalan Intertip No.15 Pulo Brayan Darat II Medan Timur;061-80086969;intiposmedia@gmail.com;www.intipos.com;Terverifikasi Administratif dan Faktual;2020-10-20
321;Radar Bojonegoro;Cetak;Dwi Setiyawan;Dwi Setiyawan;Bojonegoro Intermedia Pers;Jawa Timur;Jalan Ahmad Yani 39 Bojonegoro;0353892000;radar_bj@yahoo.com;www.radarbojonegoro.jawapos.com;Terverifikasi Administratif dan Faktual;2020-10-20
322;samuderakepri.co.id;Siber;MEYDIA HENDRA Y;MEYDIA HENDRA Y;MEDIA SAMUDERA KEPRI;Kepulauan Riau;JL.SULTAN MACHMUD GG.SWADAYA NO.26/28;07714504195 / 081276520021;admin@samuderakepri.co.id;samuderakepri.co.id;Terverifikasi Administratif;2020-10-19
323;Fixsnews.co.id;Siber;Sahatma Refindo;Sahatma Refindo;Inti Siber Media;Banten;Jalan Perintis Kemerdekaan II no 9, Komp. Perkantoran Cikokol;087771156008/081212887432;redaksi.fixsnews@gmail.com;Fixsnews.co.id;Terverifikasi Administratif;2020-10-19
324;Lensabangkabelitung.com;Siber;MOHAMMAD FATHURRAKHMAN;MOHAMMAD FATHURRAKHMAN;NGELINYAR MEDIATAMA PRO;Kepulauan Bangka Belitung;Jl. Datuk Bandarolelo No.114, Batin Tikal, Kec. Taman Sari, Kota Pangkal Pinang, Kepulauan Bangka Belitung;08117107017;lensabangkabelitung@gmail.com;www.lensabangkabelitung.com;Terverifikasi Administratif;2020-10-19
325;mimbarpublik.com;Siber;HENDRATA YUDHA WARDANA;HENDRATA YUDHA WARDANA;MIMBAR MEDIA SEJAHTERA;Kepulauan Riau;Gedung Graha Mas Lantai 3 R-WCL 401, Jl. Imam Bonjol Nagoya, Kel. Sungai Jodoh, Kec. Batu Ampar;0778 – 493003;mimbarpublikofficial@gmail.com;mimbarpublik.com;Terverifikasi Administratif;2020-10-19
326;BSTV;Televisi;HARIS LESMANA;HARIS LESMANA;BUDI SERUYAN CABLE VISION;Kalimantan Tengah;Jl. Brigjend Katamso No. 1 Kuala Pembuang 1;082254994341;budiseruyan09@gmail.com;-;Terverifikasi Administratif;2020-10-19
327;Progres.id;Siber;Mukhtar Amin;Mukhtar Amin;Progres Siber Media;Bengkulu;Jl. Kroya, Dusun IV Desa Taba Tebelet Kecamatan Kepahiang;081226287779;redaksi@progres.id;www.progres.id;Terverifikasi Administratif dan Faktual;2020-10-16
328;agtvnews.com;Siber;Danang Sumirat;Danang Sumirat;Anggada Multimedia Sejahtera;Jawa Timur;Jalan Singonegaran Tengah No 79;081335331166;agtvnews@gmail.com;https://agtvnews.com;Terverifikasi Administratif dan Faktual;2020-10-16
329;Bali Express;Cetak;I KETUT ARI TEJA;I KETUT ARI TEJA;BALI EKSPRES INTERMEDIA;Bali;JL. COK AGUNG TRESNA NO.63 SUMERTA KLOD, DENPASAR TIMUR, DENPASAR-BALI 80239;(0361) 4754165;redaksi.baliexpress@gmail.com;baliexpress.jawapos.com;Terverifikasi Administratif dan Faktual;2020-10-14
330;baliexpress.id;Siber;I Ketut Ari Teja;I Ketut Ari Teja;Bali Ekspres Intermedia;Bali;Jalan Cok Agung Tresna No.63 Sumerta Kelod, Denpasar Timur - Denpasar Bali 80239;0361 - 475 4165;baliexpress@jawapos.com;baliexpress.jawapos.com;Terverifikasi Administratif dan Faktual;2020-10-14
331;Rakyat News;Cetak;SONNY SAMATHA;SONNY SAMATHA;PT PORTAL MEDIA RAKYAT;Lampung;Redaksi Metro, Jalan Poksai VI Hadimulyo Barat Kecamatan Metro Pusat, Kota Metro 34111 Sirkulasi Komplek pemuda jalam temanggung jaya, Rajabasa, Bandar Lampung;0811 799 0405;rakyatnewsredaksi@gmail.com;https://rakyatnews.co.id/;Terverifikasi Administratif;2020-10-12
332;Lintas Nusantara;Cetak;Sukarjito;Sukarjito;Nusantara Anugerah Abadi;Jawa Timur;Keputran Kejambon II / 90c , Kec Genteng Kel Embong Kaliasin;085648661374/08113000063;nusantara.news31@yahoo.co.id;-;Terverifikasi Administratif;2020-10-12
333;berita-sulsel.com;Siber;Aco Mappanganro;Aco Mappanganro;Azka Latifha Multimedia;Sulawesi Selatan;Jalan Landuk Baru, Lr3 No 35, Banta-bantaeng, Rappocini, Makassar;081355594523;mappanganro_83@yahoo.com;berita-sulsel.com;Terverifikasi Administratif;2020-10-12
334;dutametro.com;Siber;SUCI MARTIA;SUCI MARTIA;DUTA METRO COM;Sumatera Barat;Jalan Raya Ulu Gadut RT 001 / RW 006 Kelurahan Bandar Buat Kecamatan Lubuk Kilangan Kota Padang;081374776158;mduta344@gmail.com;dutametro.com;Terverifikasi Administratif;2020-10-12
335;Okeyboz.com;Siber;DODI HENDRIYANTO;DODI HENDRIYANTO;Okey Boz Babel Indonesia;Kepulauan Bangka Belitung;JL. Balai/KH/ Hasan Basri Sulaiman No. 13 RT. 001 Kel. Gedung Nasional Kec. Tamansari, Kota Pangkalpinang;081382233634;official.okeyboz@gmail.com;okeyboz.com;Terverifikasi Administratif;2020-10-12
336;faktabanten.co.id;Siber;AHMAD FAUZI CHAN;AHMAD FAUZI CHAN;Warta Mediatama Indonesia;Banten;Jl. Piranha No. 40 Temu Putih, Kel. Taman Baru, Kecamatan Citangkil, Kota Cilegon - Banten;081808415251;faktabanten.redaksi@gmail.com;www.faktabanten.co.id;Terverifikasi Administratif;2020-10-12
337;Jalurnews.com;Siber;Descrates Pasaribu;Descrates Pasaribu;JALUR MEDIA SEJAHTERA;Kepulauan Riau;Gedung Graha Mas Lantai 3 R 302, Jl. Imam Bonjol Nagoya, Kel. Sungai Jodoh, Kec. Batu Ampar;082288200501 - 085363632874;jalurnewsofficial@gmail.com;jalurnews.com;Terverifikasi Administratif;2020-10-12
338;Suarakahayannews.com;Siber;SURATMAN;SURATMAN;Graha Pena Mandira;Kalimantan Tengah;JLN. PANUNJUNG TARUNG RT. 8 PULANG PISAU;0811 50 4141;redaksi@suarakahayannews.com;suarakahayannews.com;Terverifikasi Administratif;2020-10-12
339;beritanusa.com;Siber;Yanto;Yanto;Monitor Multi Media;Sumatera Utara;Jalan Umar Baki LK VII Kelurahan Sukaramai;0823 70000 999;beritanusa2020@gmail.com;www.beritanusa.com;Terverifikasi Administratif;2020-10-12
340;Suara KIta;Cetak;AGUS SALIM UJUNG;AGUS SALIM UJUNG;SUARA KITA MANDIRI;Sumatera Utara;Jl. H.A H Hasan Kel. Limau SUndai Binjai;061-4145538 / 081265833838/085261139827;Koransuarakita@yahoo.com;;Terverifikasi Administratif;2020-10-12
341;SSTV;Televisi;Vinsensius;Vinsensius;Media Sampit Televisi;Kalimantan Tengah;Jl. Tidar I No.1 Sampit;0531-32262;sstv43@yahoo.com;sstv.co.id;Terverifikasi Administratif;2020-10-05
342;INIKATASULTRA.COM;Siber;IDUL AMIR;IDUL AMIR;PENA EMAS INDONESIA;Sulawesi Tenggara;Jl. H. Banawula Sinapoy, Green Anggoeya Resort Blok C1 No. 6;085299777833;redaksi@inikatasultra.com;https://inikatasultra.com;Terverifikasi Administratif;2020-10-05
343;indovizka.com;Siber;AMRIL JAMBAK;AMRIL JAMBAK;PT INDO VIZKA NUSANTARA;Riau;Jl. Raja Ali Haji Lorong Tirta 2 No. 9 Kelurahan Sungai Beringin Kecamatan Tembilahan-Inhil;081371419982;indovizka@gmail.com;indovizka.com;Terverifikasi Administratif;2020-10-05
344;Sketsakepri.co.id;Siber;Abdilah;Abdilah;Sketsa Media Nusantara;Kepulauan Riau;Jl. Pompa Air No. 063 Kelurahan Tanjungpinang Timur, Kecamatan Bukit Bestari;0822-6887-0322;sketsamedia.pt@gmail.com;sketsakepri.co.id;Terverifikasi Administratif;2020-10-05
345;Tanamonews.com;Siber;ROBBY OCTORA ROMANZA;ROBBY OCTORA ROMANZA;PT TANAMO MEDIA INTER PERS;Sumatera Barat;Jl. Bawah Bungo No. 17 RT/RW. 01/12 Kel. Alai Parak Kopi, Kec. Padang Utara Padang City - West Sumatera 25139;082288352424;redaksitanamonews@gmail.com;www.tanamonews.com;Terverifikasi Administratif;2020-10-05
346;Metro Jambi;Cetak;Anton SH;Anton SH;JAMBI POSMETRO;Jambi;Jl A Thalib No. 7-8 Pematang Sulur, Telanaipura – Kota Jambi;0741-5913611;wildanbungo@gmail.com;"https;//www.metrojambi.com";Terverifikasi Administratif;2020-10-05
347;sulselsatu.com;Siber;Yulhaidir IB Herland;Yulhaidir IB Herland;PT Latama Media Satu;Sulawesi Selatan;Jl.AP. Pettarani,Kompleks Ramayana Pettarani Ruko Diamond Lt.2 Blok.D No.16 Makassar;+624114674249;sulselsatu1@gmail.com;https://www.sulselsatu.com;Terverifikasi Administratif;2020-10-05
348;Harian Pagi Memo X;Cetak;ENDIK JUNAEDI;ENDIK JUNAEDI;PT MEMONTUM TUNG SEJAHTERA;Jawa Timur;RUKO ISTANA DINOYO BLOK B/6, JL. MT HARYONO 1A DINOYO, KOTA MALANG;0341 570797;harianmemox15@gmail.com;https://memox.co.id/;Terverifikasi Administratif;2020-10-05
349;siberone.com;Siber;SAFARI AL ROYYAN;SAFARI AL ROYYAN;MEDIA SENTRAL INFORMASI;Riau;JL. BAHARUDDIN YUSUF TEMBILAHAN KOTA;085264792283;redaksisiberone@gmail.com;www.siberone.com;Terverifikasi Administratif;2020-10-05
350;okemedan.com;Siber;Anang Anas Azhar;Anang Anas Azhar;Nanta Qelana Media;Sumatera Utara;jln Saudara No. 61A Medan;082160183099;akbaraldikautsar1@gmail.com;www.okemedan.com;Terverifikasi Administratif;2020-10-05
351;Terkini.id;Siber;Muhammad Yunus;Muhammad Yunus;Makassar Indomedia;Sulawesi Selatan;Jalan Letjend Mappaodang No.8;04118112525 / 0811461183;redaksi@terkini.id;https://terkini.id;Terverifikasi Administratif;2020-10-05
352;JPNN.com;Siber;Antoni;Antoni;Jaringan Pemberitaan Nusantara Negeriku;DKI Jakarta;Gedung Graha Pena Jawa Pos Lt 11, Jl. Raya Kebayoran Lama No.12, Kel. Grogol Utara, Kecamatan Kebayoran Lama;+62 21 5369 9607;online@jpnn.com;www.jpnn.com;Terverifikasi Administratif dan Faktual;2020-09-29
353;Hukumonline.com;Siber;Fathan Qorib;Fathan Qorib;Justika Siar Media;DKI Jakarta;AD Premier 9th floor Jl. TB Simatupang No. 5 Ragunan, Pasar Minggu, Jakarta Selatan 12550;021-22708910;redaksi@hukumonline.com;www.hukumonline.com;Terverifikasi Administratif dan Faktual;2020-09-29
354;carapandang.com;Siber;Yayan Sopyani;Yayan Sopyani;Lintang Kreasindo Media;DKI Jakarta;Jl. Tebet Dalam IV No 7B Tebet Jakarta Selatan;(021) 21383521;carapandangcom@gmail.com;https://carapandang.com/;Terverifikasi Administratif dan Faktual;2020-09-29
355;Media Satya Negeri Laskar Pelangi;Cetak;Yohanes Agus Ismunarno;Yohanes Agus Ismunarno;Cakrawala Babel Media;Kepulauan Bangka Belitung;"Jl. Rasakunda No.25
Kelurahan Sriwijaya
Kecamatan Bukit Intan";0717423777;negerilaskarpelangimedia@gmail.com;www.negerilaskarpelangi.com;Terverifikasi Administratif dan Faktual;2020-09-29
356;Harian Terbit;Cetak;H. ALI AKBAR;H. ALI AKBAR;PT. ASTRI CAHAYA GEMILANG;DKI Jakarta;JL. DURI RAYA NO. 64 B RT.006/RW.01 KEL. DURI KEPA, KEC. KEBON JERUK, JAKARTA BARAT 11510;021-5683948;hanter.online@gmail.com;www.harianterbit.com;Terverifikasi Administratif dan Faktual;2020-09-29
357;afederasi.com;Siber;M. Aminun Jabir;M. Aminun Jabir;PT.GLOBAL MEDIA EXPRESS;Jawa Timur;Jalan Iswayudi No. 23 Ringinpitu - Kedungwaru - Tulungagung - Jawa Timur;0355 7624352;redaksiafederasi@gmail.com;www.afederasi.com;Terverifikasi Administratif dan Faktual;2020-09-29
358;harianterbit.com;Siber;H. ALI AKBAR SOLEMAN;H. ALI AKBAR SOLEMAN;PT. ASTRI CAHAYA GEMILANG;DKI Jakarta;Jl. Duri Raya No.64 B, Rt.006/Rw.01, Duri Kepa, Kebon Jeruk;021-5683948;media.harianterbit@gmail.com;www.harianterbit.com;Terverifikasi Administratif dan Faktual;2020-09-29
359;www.ewarta.co;Siber;EDWIN SYAPUTRA;EDWIN SYAPUTRA;PT. Media Akurasi Ewarta Jaya;Bengkulu;JL. MERAWAN 7 BLOK A No. 19 A SAWAH LEBAR KOTA BENGKULU;085366947777;ewarta2020@gmail.com;www.ewarta.co;Terverifikasi Administratif dan Faktual;2020-09-29
360;www.berandang.com;Siber;Evan Trijasa;EVAN TRIJASA;PT. ZEO PERKASA MEDIA;Bengkulu;JLN. MAHONI PERUM PONDOK KHARISMA BLOK. J.23 BUMI AYU SELEBAR KOTA BENGKULU;07365513087;evantrijasa13@gmail.com;www.berandang.com;Terverifikasi Administratif dan Faktual;2020-09-29
361;koranmemo.com;Siber;ACHMAD SAICHU;ACHMAD SAICHU;PT EXPRESS MEDIA SEJAHTERA;Jawa Timur;Jln. Tosaren II No. 145 Kelurahan Tosaren Kecamatan Pesantren Kota Kediri;(0354) 4520153;websitememo2@gmail.com;www.koranmemo.com;Terverifikasi Administratif dan Faktual;2020-09-29
362;KORAN KABAR BENGKULU;Cetak;ALWIN FERARO;ALWIN FERARO;PT.NUR HIDAYAH BERSAUDARA BENGKULU;Bengkulu;Jl.Danau Dendam RT.01 Kelurahan Surabaya Kota Bengkulu;085382830605;kabarbengkulu2020@gmail.com;;Terverifikasi Administratif dan Faktual;2020-09-29
363;Koran DOR;Cetak;YOUSRI NUR RAJA A;YOUSRI NUR RAJA A;PT MEDIA TEROPONGDOR GROUP;Jawa Timur;JALAN KEPUH KIRIMAN DALAM RT 01 RW 01 NO 12, KECAMATAN WARU - SIDOARJO;031.8688247;persdor.johan@gmail.com;korandoronline.com;Terverifikasi Administratif;2020-09-28
364;oku timur pos;Cetak;USMAN;USMAN;PT.CITRA OGAN KOMERING ULU MEDIA;Sumatera Selatan;Jl. Merdeka Rt/Rw 01/01 Kel. Sungai Tuha Jaya;0735482300;okutimurpos@gmail.com;www.okutimurpos.com;Terverifikasi Administratif;2020-09-28
365;hbabe.co.id;Siber;ERNIS P HUTABARAT, SH;ERNIS P HUTABARAT, SH;BABE EDO MEDIATAMA;Kepulauan Riau;PERUMAHAN BTN GRIYA HARAPAN INDAH BLOK D.03;0812 7788 5557;hbabeee@gmail.com;https://hbabe.co.id/;Terverifikasi Administratif;2020-09-28
366;SRIWIJAYA TIMES;Cetak;BAGUS MIHARGO;BAGUS MIHARGO;PT. RAFLY MEDIA GRAFIKA;Sumatera Selatan;JALAN SERMA ZAKARIA NO. 58 BATURAJA;0812-71563344;yuven_prusmart@yahoo.co.id;;Terverifikasi Administratif;2020-09-23
367;www.porospro.com;Siber;CIPTO SETYAWAN;CIPTO SETYAWAN;PT. POROSPRO MEDIA GRAHA;Riau;JALAN SEDERHANA GANG BELIMBING;082389169933;redaksiporospro@gmail.com;www.porospro.com;Terverifikasi Administratif;2020-09-23
368;redaksi9.com;Siber;Ni Ketut Wirati Astiti;Ni Ketut Wirati Astiti;PT KRISNA REDAKSI SEMBILAN;Bali;Jalan Siulan Gang Nusa Indah IV Denpasar;082359146407;redaksi9com@gmail.com;www.redaksi9.com;Terverifikasi Administratif;2020-09-23
369;realitamedia.com;Siber;HAMDAN RANGKUTI;HAMDAN RANGKUTI;PT. Info Lingga Sejahtera;Kepulauan Riau;Perum.Parisa Indah Blok A3 Nomor 20 Kel. Sei Langkai, Kec. Sagulung - Batam - Kepulauan Riau;082170813117;realitamedia@yahoo.com;www.realitamedia.com;Terverifikasi Administratif;2020-09-23
370;sulutreview.com;Siber;HILDA MARGARETHA;HILDA MARGARETHA;PT. MEDIA CITRA ANUGRAH;Sulawesi Utara;JALAN PIERE TENDEAN, MARINA PLAZA LANTAI II BLOK B;082266114903;sulutreview@gmail.com;sulutreview.com;Terverifikasi Administratif;2020-09-23
371;informasiterpercaya.com;Siber;Tania Depari;Tania Depari;PT MIA ADIA RAMAHDINI;Sumatera Utara;Jalan Pertiwi Gang Kesuma No. 4;0853-6202-0125;rafra1357@gmail.com / onlineredaksi3@gmail.com;www.informasiterpercaya.com;Terverifikasi Administratif;2020-09-23
372;KLIKJATIM.COM;Siber;ARIES WAHYUDIANTO;ARIES WAHYUDIANTO;PT KLIK MEDIA JATIM;Jawa Timur;Perumahan Pondok Permata Suci Jalan Opal II/31 Permata Village 6F Kecamatan Manyar;08123282281;redaksiklikjatim@gmail.com;https://klikjatim.com;Terverifikasi Administratif;2020-09-23
373;indonesiainteraktif.com;Siber;ADE KURNIA;ADE KURNIA;ERADIGITAL INDONESIA CERDAS;Bengkulu;Jalan Serayu No. 41 RT. 09 RW. 03, Kelurahan Padang Harapan Kecamatan Gading Cempaka;0811730001;creatorbengkulu@gmail.com;indonesiainteraktif.com;Terverifikasi Administratif;2020-09-23
374;METROPUBLIK.COM;Siber;Erris Julietta Napitupulu;Erris Julietta Napitupulu;METRO PUBLIK MANDIRI;Sumatera Utara;Jl.Sei Mencirim, No.204/142 Kelurahan Babura, Kecamatan Medan Sunggal, Kota Medan, Sumatera Utara – Telp. (061) 4257-0846 – Hp. 0812-6965-5444 – email : Redaksimetropublik@gmail.com – Kode Pos 20121.;081269655444;redaksimetropublik@gmail.com;https://metropublik.com/;Terverifikasi Administratif;2020-09-23
375;buanapagi.com;Siber;Rifki Warisan;Rifki Warisan;Media Buana Pagi;Sumatera Utara;Blok 13 Lk. X SCINANG BELAWAN;081361174552;putrilibrianidamanik@gmail.com;www.buanapagi.com;Terverifikasi Administratif;2020-09-23
376;halosulsel.com;Siber;zaharuddin;Zaharuddin;PT Halo Media Grup;Sulawesi Selatan;Jl Bosowa Utara No 47 Palaguna;08114444169;halomediagrup@gmail.com;www.halosulsel.com;Terverifikasi Administratif;2020-09-15
377;insidepontianak.com;Siber;MUHLIS SUHAERI;MUHLIS SUHAERI;PT. PONTIANAK MEDIA SEJAHTERA;Kalimantan Barat;www.insidepontianak.com;081345017000;redaksiinside2@gmail.com;https://insidepontianak.com;Terverifikasi Administratif;2020-09-15
378;Borneotrend.com;Siber;Khairiadi Asa;Khairiadi Asa;Borneo trend media;Kalimantan Selatan;JL Belitung Darat GG Samadi Ilham RT 17 RW 02 NO 48;085251548476;borneotrendofficial@gmail.com;www.borneotrend.com;Terverifikasi Administratif;2020-09-15
379;regalianews.com;Siber;P.Arianto Pandiangan;P.Arianto Pandiangan;Muslim.SH;Kepulauan Riau;"Kantor Redaksi dan Pemasaran :Jalan R.H.Fisabillah,gg.Sidomulyo II,No.39
Kelurahan Sungai Jang,Kecamatan Bukit Bestari,Kota Tanjungpinang,Tel /Fax : 0771
- 4444 220/Hp : 0812 - 70777 999,Email abdullahmustafa194@gmail.com, Tanjungpinang,Kepulauanriau.";+6285835603599 / +628127077799;abdullahmustafa194@gmail.com;regalianews.com;Terverifikasi Administratif;2020-06-19
380;Ampera.co;Siber;Siera Syailendra, SE, M.Si;Siera Syailendra, SE, M.Si;AMPERA VISI INDONESIA;Sumatera Selatan;Jl. Raya Kencana (Kawasan Kenten City), Komp. Kencana Damai Blok AM No. 4, RT. 060, RW. 010, Kel. Sukamaju, Kec. Sako - PALEMBANG, Sumatera Selatan;0811-7111-833;ampera.co@gmail.com;www.ampera.co;Terverifikasi Administratif;2020-06-19
381;Kanalinspirasi.com;Siber;Muhammad Hamzah;Muhammad Hamzah;Media Kanal Inspirasi;Aceh;JL. Shalihin Gampong Lamglumpang Kecamatan Ulee Kareng Kota Banda Aceh;08116886105;redaksi.kanalinspirasi@gmail.com;https://kanalinspirasi.com/;Terverifikasi Administratif;2020-06-19
382;bidik;Cetak;Edi Sunarko Ronggo Degdo;Edi Sunarko Ronggo Degdo;Pulitzer Indonesia Media;Jawa Timur;Jl. Jembatan Merah No. 4 Surabaya.;082211442280;bidik.co.id@gmail.com;bidik.news;Terverifikasi Administratif;2020-06-19
383;warganet.co;Siber;Kavilah Somarito;Kavilah Somarito;PT WARGA POS MEDIA;Riau;Jalan Baharuddin Yusuf Rt.001 Rw 013 Kelurahan Tembilahan Kota, Kecamatan Tembilahan, Kabupaten Indragiri Hilir, Provinsi Riau.;082283719268;warganetredaksi@gmail.com;www.warganet.co;Terverifikasi Administratif;2020-06-19
384;kupasonline.com;Siber;SRI AGUSTINI;SRI AGUSTINI;CAHAYA IKHWAN MULTIMEDIA;Sumatera Barat;Jln. Bukit Napa No. 3 RT 01, RW 02, Kelurahan Kuranji, Kecamatan Kuranji, Kota Padang, Sumatera Barat (Sumbar);085256316001;kupasonline1@gmail.com;www.kupasonline.com;Terverifikasi Administratif dan Faktual;2020-06-12
385;Surat Kabar Harian Mata Banua;Cetak;ZAINAL HELMIE;ZAINAL HELMIE;PT Cahaya Media Utama;Kalimantan Selatan;Jl. Brigjen TNI H Hasan Basry No.27 RT.16 Kayu Tangi. Banjarmasin Kodepos 70125;(0511-6740293) (085108362222);iklan.matabanua@yahoo.com;www.matabanua.co.id;Terverifikasi Administratif dan Faktual;2020-06-12
386;KILASRIAU.com;Siber;SAFARI AL ROYYAN SYAPRUDDIN;SAFARI AL ROYYAN SYAPRUDDIN;PT. MEDIA SUMBER INDAH RIAU;Riau;JL. SABILAL MUHTADIN, KELURAHAN TEMBILAHAN HULU, KECAMATAN TEMBILAHAN HUILU, KABUPATEN INDRAGIRI HILIR, PROVINSI RIAU;081276818728;redaksikilasriau2018@gmail.com;http://www.kilasriau.com/;Terverifikasi Administratif;2020-06-05
387;www.publiksatu.co;Siber;Irwansyah Amunu;Irwansyah Amunu;PT Media Online Publiksatu Com;Sulawesi Tenggara;Jl, Sipanjonga No. 29 Kota Baubau, Provinsi Sulawesi Tenggara;08114007434;officepubliksatu.co;www.publiksatu.co;Terverifikasi Administratif;2020-06-05
388;gelagatsumsel.net;Siber;Zainal Piliang;Zainal Piliang;Vesja Bersaudara Multimedia;Sumatera Selatan;Jl Mayor Tjik Agus Kiemas, Kepur Kawasan Islamic Center Muara Enim, Sumatera Selatan;085382476592;redaksigsnet@gmail.com;www.gelagatsumsel.net;Terverifikasi Administratif;2020-05-29
389;kliksumatera.com;Siber;Kurnaidi;Kurnaidi;Media Sriwijaya Ekspress;Sumatera Selatan;jl Pangeran Sido Ing Kenayan Kecamatan Gandus Palembang Rt 16 RW 06;0823-77933388;redaksikliksumatera@gmail.com;kliksumatera.com;Terverifikasi Administratif;2020-05-20
390;bangsaonline.com;Siber;Abdurrahman Ubaidah;Abdurrahman Ubaidah;PT. BANGSA SEJAHTERA PERS;Jawa Timur;Jalan Gayungsari IX/5 Gayungan Kota Surabaya;031-8270967;bangsaonline@gmail.com;www.bangsaonline.com;Terverifikasi Administratif;2020-05-20
391;teropongsenayan.com;Siber;Aries Kelana;Aries Kelana;PT. Entitas System Indonesia;DKI Jakarta;"Komplek Perkantoran Golden Centrum Jalan Majapahit No.26 Blok Q Lantai 2
Gambir, Jakarta Pusat, Indonesia";021-21203261;entitassystem@gmail.com;https://www.teropongsenayan.com;Terverifikasi Administratif dan Faktual;2020-05-20
392;VISI.NEWS;Siber;MOCH. ZULKIFLI;MOCH. ZULKIFLI;PT. VISI DIGITAL INTERNASIONAL;Jawa Barat;Jln. Raya Laswi Baleendah, Kab. Bandung 40375 Telp. (022) 85942916 Fax. (022) 85942916;(022) 85942916;aepsabdullah@gmail.com;VISI.NEWS;Terverifikasi Administratif dan Faktual;2020-05-13
