"Bab";"Topik";"Pasal";"Deskripsi"
"Bab XI";"Pemalsuan Materai Dan Merek";"Pasal 254";"Diancam dengan pidana penjara paling lama enam tahun: 
1. barang siapa membubuhi barang-barang emas atau perak dengan merek Negara yang 
dipalsukan, atau dengan tanda keahlian menurut undang-undang yang dipalsukan 
atau memalsu merek atau tanda yang asli dengan maksud untuk memakai atau 
menyuruh orang lain memakai seolah-olah merek atau tanda itu asli dan tidak 
dipalsu; 
2 barang siapa dengan maksud yang sama membubuhi barang-barang tersebut dengan 
merek atau tanda, dengan menggunakan cap yang asli secara melawan hukum; 
3. barang siapa memberi, menambah atau memindah merek Negara yang asli atau 
tanda keahlian menurut undang-undang yang asli pada barang emas atau perak yang 
lain daripada yang semula dibubuhi merek atau tanda itu, dengan maksud untuk 
memakai atau menyuruh orang lain memakai barang itu seolah-olah merek atau tanda 
dari semula sudah dibubuhkan pada barang itu. 
"
"Bab XI";"Pemalsuan Materai Dan Merek";"Pasal 255";"Diancam dengan pidana penjara paling lama empat tahun: 
1. barang siapa membubuhi barang yang wajib ditera atau yang atas permintaan 
yang berkepentingan diizinkan untuk ditera atau ditera lagi dengan tanda tera 
Indonesia yang palsu, atau barang siapa memalsu tanda tera yang asli, dengan 
maksud untuk memakai atau menyuruh orang lain memakai barang itu seolah-olah 
tanda teranya asli dan tidak dipalsu;
2 barang siapa dengan maksud yang sama membubuhi merek pada barang tersebut 
dengan menggunakan cap yang asli secara melawan hukum; 
3, barang siapa memberi, menambah atau memindahkan tera Indonesia yang asli 
kepada barang yang lain daripada yang semula dibubuhi tanda itu, dengan maksud 
untuk memakai atau menyuruh orang lain memakai barang itu seolah-olah tanda 
tersebut dari semula diadakan pada barang itu. 
"
"Bab XI";"Pemalsuan Materai Dan Merek";"Pasal 256";"Diancam dengan pidana penjara paling lama tiga tahun:
1. barang siapa membubuhi merek lain daripada yang tersebut dalam pasal 254 dan 
255, yang menurut ketentuan undang-undang harus atau boleh dibubuhi pada barang 
atau bungkusnya secara palsu pada barang atau bungkus tersebut, dengan maksud 
untuk memakai atau menyuruh orang lain memakai barang itu seolah-olah mereknya 
asli dan tidak dipalsu; 
2. barang siapa yang dengan maksud yang sama membubuhi merek pada barang atau 
bungkusnya dengan memakai cap yang asli secara melawan hukum; 
3. barang siapa memakai merek yang asli untuk barang atau bungkusnya, padahal 
merek itu bukan untuk barang atau bungkusnya itu, dengan maksud untuk memakai 
atau menyuruh orang lain memakai barang itu seolah-olah merek tersebut 
ditentukan untuk barang itu. 
"
"Bab XI";"Pemalsuan Materai Dan Merek";"Pasal 257";"Barang siapa dengan sengaja memakai, menjual, menawarkan, menyerahkan, mempunyai 
persediaan untuk dijual, atau memasukkan ke Indonesia, meterai, tanda atau merek 
yang tidak asli, dipalsu atau dibikin secara melawan hukum, ataupun benda-benda 
di mana merek itu dibubuhkannya secara melawan hukum seolah-olah meterai, tanda 
atau merek itu asli, tidak dipalsu dan tidak dibikin secara melawan hukum, 
ataupun tidak dibubuhkan secara melawan hukum pada benda-benda itu, diancam 
dengan pidana penjara sama dengan yang ditentukan dalam pasal 253 - 256, menurut 
perbedaan yang ditentukan dalam pasal-pasal itu. 
"
"Bab XI";"Pemalsuan Materai Dan Merek";"Pasal 258";"(1) Barang siapa memalsu ukuran atau takaran, anak timbangan atau timbangan 
sesudah dibubuhi tanda tera, dengan maksud untuk memakai atau menyuruh orang 
lain memakai barang itu seolah-olah asli dan tidak dipalsu, diancam dengan 
pidana penjara paling lama tiga tahun. 
(2) Diancam dengan pidana yang sama barang siapa dengan sengaja memakai ukuran 
atau takaran, anak timbangan atau timbangan yang dipalsu, seolah-olah barang itu 
asli dan tidak dipalsu. 
"
"Bab XI";"Pemalsuan Materai Dan Merek";"Pasal 259";"(1) Barang siapa menghilangkan tanda apkir pada barang yang ditera dengan maksud 
hendak memakai atau menyuruh orang lain memakai barang itu seolah-olah tidak 
diapkir, diancam dengan pidana penjara paling lama satu tahun empat bulan. 
(2) Diancam dengan pidana yang sama barang siapa dengan sengaja memakai, 
menjual, menawarkan, menyerahkan atau mempunyai persediaan untuk dijual suatu 
benda yang dihilangkan tanda apkirnya seolah-olah benda itu tidak diapkir. 
"
"Bab XI";"Pemalsuan Materai Dan Merek";"Pasal 260";"Diancam dengan pidana penjara paling lama empat tahun atau denda paling banyak 
empat ribu lima ratus rupiah: 
1. barang siapa pada meterai Pemerintah Indonesia yang telah dipakai, 
menghilangkan cap yang gunanya untuk tidak memungkinkan dipakainya lagi, dengan 
maksud untuk memakai atau menyuruh orang lain memakai, seolah-olah meterai itu 
belum dipakai; 
2. barang siapa pada meterai Pemerintah Indonesia yang telah dipakai, dengan 
maksud yang sama menghilangkan tanda tangan, ciri atau tanda saat dipakainya, 
yang menurut ketentuan undang-undang harus dihubuhkan di atas atau pada 
meterai-meterai tersebut. 
(2) Diancam dengan pidana yang sama barang siapa dengan sengaja memakai, 
menjual, menawarkan, menyerahkan, mempunyai persediaan untuk dijual atau 
memasukkan ke Indonesia meterai yang capnya, tanda tangannya, ciri atau tanda 
saat dipakainya dihilangkan, seolah-olah meterai belum dipakai. 
"
"Bab XI";"Pemalsuan Materai Dan Merek";"Pasal 260 bis";"(1) Ketentuan dalam pasal 253, 256, 257, dan 260 berlaku juga menurut perbedaan 
yang ditentukan dalam pasal-pasal itu, jika perbuatan yang diterangkan di situ 
dilakukan terhadap meterai atau merek yang dipakai oleh Jawatan Pos Indonesia 
atau suatu negara asing. 
(2) Jika kejahatan dilakukan terhadap meterai atau merek yang dipakai oleh 
jawatan pos negara asing, maksimum pidana pokok yang ditentukan bagi kejahatan 
itu dikurangi sepertiga. 
"
"Bab XI";"Pemalsuan Materai Dan Merek";"Pasal 261";"(1) Barang siapa menyimpan bahan atau benda yang diketahuinya diperuntukkan 
untuk melakukan salah satu kejahatan yang diterangkan dalam pasal 253 atau dalam 
pasal 260 bis, berhubung dengan pasal 253, diancam dengan pidana penjara paling 
lama sembilan bulan atau pidana denda paling banyak empat ribu lima ratus 
rupiah. 
(2) Bahan-bahan dan barang-barang itu dirampas. 
"
"Bab XI";"Pemalsuan Materai Dan Merek";"Pasal 262";"Dalam hal pemidanaan berdasarkan salah.satu kejahatan yang diterangkan dalam 
pasal 253 - 260 bis, maka hak-hak sebagaimana dimaksud dalam pasal 35 No. 1 - 4 
dapat dicabut.
"
"Bab XII";"Pemalsuan Surat";"Pasal 263";"(1) Barang siapa membuat surat palsu atau memalsukan surat yang dapat 
menimbulkan sesuatu hak, perikatan atau pembebasan hutang, atau yang 
diperuntukkan sebagai bukti daripada sesuatu hal dengan maksud untuk memakai 
atau menyuruh orang lain memakai surat tersebut seolah-olah isinya benar dan 
tidak dipalsu, diancam jika pemakaian tersebut dapat menimbulkan kerugian, 
karena pemalsuan surat, dengan pidana penjara paling lama enam tahun.
(2) Diancam dengan pidana yang sama, barang siapa dengan sengaja memakai surat 
palsu atau yang dipalsukan seolah-olah sejati, jika pemakaian surat itu dapat 
menimbulkan kerugian. 
"
"Bab XII";"Pemalsuan Surat";"Pasal 264";"(1) Pemalsuan surat diancam dengan pidana penjara paling lama delapan tahun, 
jika dilakukan terhadap:
l. akta-akta otentik;
2. surat hutang atau sertifikat hutang dari sesuatu negara atau bagiannya 
ataupun dari suatu lembaga umum;
3. surat sero atau hutang atau sertifikat sero atau hutang dari suatu 
perkumpulan, yayasan, perseroan atau maskapai:
4. talon, tanda bukti dividen atau bunga dari salah satu surat yang diterangkan 
dalam 2 dan 3, atau tanda bukti yang dikeluarkan sebagai pengganti surat-surat 
itu;
5. surat kredit atau surat dagang yang diperuntukkan untuk diedarkan. 
(2) Diancam dengan pidana yang sama barang siapa dengan sengaja memakai surat 
tersebut dalam ayat pertama, yang isinya tidak sejati atau yang dipalsukan 
seolah-olah benar dan tidak dipalsu, jika pemalsuan surat itu dapat menimbulkan 
kerugian.
"
"Bab XII";"Pemalsuan Surat";"Pasal 265";"Ditiadakan berdasarkan Stbl. 1926. No. 359 jo. No. 429. 
"
"Bab XII";"Pemalsuan Surat";"Pasal 266";"(1) Barang siapa menyuruh memasukkan keterangan palsu ke dalam suatu akta 
otentik mengenai sesuatu hal yang kebenarannya harus dinyatakan oleh akta itu, 
dengan maksud untuk memakai atau menyuruh orang lain memakai akta itu 
seolah-olah keterangannya sesuai dengan kebenaran, diancam, jika pemakaian itu 
dapat menimbulkan kerugian, dengan pidana penjara paling lama tujuh tahun;
(2) Diancam dengan pidana yang sama barang siapa dengan sengaja memakai surat 
tersebut dalam ayat pertama, yang isinya tidak sejati atau yang dipalsukan 
seolah-olah benar dan tidak dipalsu, jika pemalsuan surat itu dapat menimbulkan 
kerugian.
"
"Bab XII";"Pemalsuan Surat";"Pasal 267";"(1) Seorang dokter yang dengan sengaja memberikan surat keterangan palsu tentang 
ada atau tidaknya penyakit, kelemahan atau cacat, diancam dengan pidana penjara 
paling lama empat tahun
(2) Jika keterangan diberikan dengan maksud untuk memasukkan seseorang ke dalam 
rumah sakit jiwa atau untuk menahannya di situ, dijatuhkan pidana penjara paling 
lama delapan tahun enam bulan.
(3) Diancam dengan pidana yang sama, barang siapa dengan sengaja memakai surat 
keterangan palsu itu seolah-olah isinya sesuai dengan kebenaran. 
"
"Bab XII";"Pemalsuan Surat";"Pasal 268";"(1) Barang siapa membuat secara palsu atau memalsu surat keterangan dokter 
tentang ada atau tidak adanya penyakit, kelemahan atau cacat, dengan maksud 
untuk menyesatkan penguasa umum atau penanggung, diancam dengan pidana penjara 
paling lama empat tahun.
(2) Diancam dengan pidana yang sama, barang siapa dengan maksud yang sama 
memakai surat keterangan yang tidak benar atau yang dipalsu, seolah-olah surat 
itu benar dan tidak dipalsu.
"
"Bab XII";"Pemalsuan Surat";"Pasal 269";"(1) Barang siapa membuat surat palsu atau memalsu surat keterangan tanda 
kelakuan baik, kecakapan, kemiskinan, kecacatan atau keadaan lain, dengan maksud 
untuk memakai atau menyuruh orang lain memakai surat itu supaya diterima dalam 
pekerjaan atau supaya menimbulkan kemurahan hati dan pertolongan, diancam dengan 
pidana penjara paling lama satu tahun empat bulan.
(2) Diancam dengan pidana yang sama barang siapa dengan sengaja memakai surat 
keterangan yang palsu atau yang dipalsukan tersebut dalam ayat pertama, 
seolah-olah surat itu sejati dan tidak dipalsukan.
"
"Bab XII";"Pemalsuan Surat";"Pasal 270";"(1) Barang siapa membuat surat palsu atau memalsukan pas jalan atau surat 
penggantinya, kartu keamanan, surat perintah jalan atau surat yang diberikan 
menurut ketentuan undang-undang tentang pemberian izin kepada orang asing untuk 
masuk dan menetap di Indonesia, ataupun barang siapa menyuruh beri surat serupa 
itu atas nama palsu atau nama kecil yang palsu atau dengan menunjuk pada keadaan 
palsu, dengan maksud untuk memakai atau menyuruh orang lain memakai surat itu 
seolah-olah sejati dan tidak dipalsukan atau seolah-olah isinya sesuai dengan 
kebenaran, diancam dengan pidana penjara paling lama dua tahun delapan bulan.
(2) Diancam dengan pidana yang sama, barang siapa dengan sengaja memakai surat 
yang tidak benar atau yang dipalsu tersebut dalam ayat pertama, seolah-olah 
benar dan tidak dipalsu atau seolah-olah isinya sesuai dengan kebenaran. 
"
"Bab XII";"Pemalsuan Surat";"Pasal 271";"(1) Barang siapa membuat palsu atau memalsukan surat pengantar bagi kerbau atau 
sapi, atau menyuruh beri surat serupa itu atas nama palsu atau dengan menunjuk 
pada keadaan palsu, dengan maksud untuk memakai atau menyuruh orang lain memakai 
surat itu seolah-olah isinya sesuai dengan kebenaran, diancam dengan pidana 
penjara paling lama dua tahun delapan bulan.
(2) Diancam dengan pidana yang sama, barang siapa dengan sengaja memakai surat 
yang palsu atau yang dipalsukan tersebut dalam ayat pertama, seolah-olah sejati 
dan tidak dipalsu atau seolah-olah isinya sesuai dengan kebenaran. 
"
"Bab XII";"Pemalsuan Surat";"Pasal 272";"Ditiadakan berdasarkan S. 1926 No. 359 jo. No. 429.
"
"Bab XII";"Pemalsuan Surat";"Pasal 273";"Ditiadakan berdasarkan S. 1926 No. 359 jo. No. 429.
"
"Bab XII";"Pemalsuan Surat";"Pasal 274";"(1) Barang siapa membuat palsu atau memalsukan surat keterangan seorang pejabat 
selaku penguasa yang sah, tentang hak milik atau hak lainnya atas sesuatu 
barang, dengan maksud untuk memudahkan penjualan atau penggadaiannya atau untuk 
menyesatkan pejabat kehakiman atau kepolisian tentang asalnya, diancam dengan 
pidana penjara paling lama dua tahun.
(2) Diancam dengan pidana yang sama, barang siapa dengan mak- sud tersebut, 
memakai surat keterangan itu seolah-olah sejati dan tidak dipalsukan.
"
"Bab XII";"Pemalsuan Surat";"Pasal 275";"(1) Barang siapa menyimpan bahan atau benda yang diketahuinya bahwa 
diperuntukkan untuk melakukan salah satu kejahatan berdasarkan pasal 264 No. 2 - 
5, diancam dengan pidana penjara paling lama sembilan bulan atau pidana denda 
paling banyak empat ribu lima ratus rupiah.
(2) Bahan-bahan dan benda-benda itu dirampas.
"
"Bab XII";"Pemalsuan Surat";"Pasal 276";"Dalam hal pemidanaan berdasarkan salah satu kejahatan dalam pasal 263 - 268, 
dapat dijatuhkan pencabutan hak berdasarkan pasal 35 No. 1 - 4. 
"
"Bab XIII";"Kejahatan Terhadap Asal-Usul Dan Perkawinan";"Pasal 277";"(1) Barang siapa dengan salah satu perbuatan sengaja menggelapkan asal-usul 
orang, diancam karena penggelapan asal-usul, dengan pidana penjara paling lama 
enam tahun. 
(2) Pencabutan hak berdasarkan pasal 35 No. 1 - 4 dapat dinyatakan. 
"
"Bab XIII";"Kejahatan Terhadap Asal-Usul Dan Perkawinan";"Pasal 278";"Barang siapa mengakui seorang anak sebagai anaknya menurut peraturan Kitab 
Undang- undang Hukum Perdata, padahal diketahuinya bahwa dia bukan ayah dari 
anak tersebut, diancam karena melakukan pengakuan anak palsu dengan pidana 
penjara paling lama tiga tahun. 
"
"Bab XIII";"Kejahatan Terhadap Asal-Usul Dan Perkawinan";"Pasal 279";"(1) Diancam dengan pidana penjara paling lama lima tahun: 
1. barang siapa mengadakan perkawinan padahal mengetahui bahwa perkawinan atau 
perkawinan-perkawinannya yang telah ada menjadi penghalang yang sah untuk itu; 
2. barang siapa mengadakan perkawinan padahal mengetahui bahwa perkawinan atau 
perkawinan-perkawinan pihak lain menjadi penghalang untuk itu. 
(2) Jika yang melakukan perbuatan berdasarkan ayat 1 butir 1 menyembunyikan 
kepada pihak lain bahwa perkawinan yang telah ada menjadi penghalang yang sah 
untuk itu diancam dengan pidana penjara paling lama tujuh tahun. 
(3) Pencabutan hak berdasarkan pasal No. 1 Å’ 5 dapat dinyatakan. 
"
"Bab XIII";"Kejahatan Terhadap Asal-Usul Dan Perkawinan";"Pasal 280";"Barang siapa mengadakan perkawinan, padahal sengaja tidak memberitahu kepada 
pihak lain bahwa ada penghalang yang sah, diancam dengan pidana penjara paling 
lama lima tahun, apabila kemudian berdasarkan penghalang tersebut, perkawinan 
lalu dinyatakan tidak sah.
"
"Bab XIV";"Kejahatan Terhadap Kesusilaan";"Pasal 281";"Diancam dengan pidana penjara paling lama dua tahun delapan bulan atau pidana 
denda paling banyak empat ribu lima ratus rupiah: 
1. barang siapa dengan sengaja dan terbuka melanggar kesusilaan; 
2. barang siapa dengan sengaja dan di depan orang lain yang ada di situ 
bertentangan dengan kehendaknya, melanggar kesusilaan
"
"Bab XIV";"Kejahatan Terhadap Kesusilaan";"Pasal 282";"(1) Barang siapa menyiarkan, mempertunjukkan atau menempelkan di muka umum 
tulisan, gambaran atau benda yang telah diketahui isinya melanggar kesusilaan, 
atau barang siapa dengan maksud untuk disiarkan, dipertunjukkan atau ditempelkan 
di muka umum, membikin tulisan, gambaran atau benda tersebut, memasukkannya ke 
dalam negeri, meneruskannya, mengeluarkannya dari negeri, atau memiliki 
persediaan, ataupun barang siapa secara terang-terangan atau dengan mengedarkan 
surat tanpa diminta, menawarkannya atau menunjukkannya sebagai bisa diperoleh, 
diancam dengan pidana penjara paling lama satu tahun enam bulan atau pidana 
denda paling tinggi empat ribu lima ratus rupiah. 
(2) Barang siapa menyiarkan, mempertunjukkan atau menempelkan di muka umum 
tulisan, gambaran atau benda yang melanggar kesusilaan, ataupun barang siapa 
dengan maksud untuk disiarkan, dipertunjukkan atau ditempelkan di muka umum, 
membikin, memasukkan ke dalam negeri, meneruskan mengeluarkannya dari negeri, 
atau memiliki persediaan, ataupun barang siapa secara terang-terangan atau 
dengan mengedarkan surat tanpa diminta, menawarkan, atau menunjuk sebagai bisa 
diperoleh, diancam, jika ada alasan kuat baginya untuk menduga bahwa tulisan, 
gambazan atau benda itu me!anggar kesusilaan, dengan pidana paling lama sembilan 
bulan atau pidana denda paling banyak empat ribu lima ratus rupiah. 
(3) Kalau yang bersalah melakukan kejahatan tersebut dalam ayat pertama sebagai 
pencarian atau kebiasaan, dapat dijatuhkan pidana penjara paling lama dua tahun 
delapan bulan atau pidana denda paling banyak tujuh puluh lima ribu rupiah.
"
"Bab XIV";"Kejahatan Terhadap Kesusilaan";"Pasal 283";"(1) Diancam dengan pidana penjara paling lama sembilan bulan atau pidana denda 
paling banyak sembilan ribu rupiah, barang siapa menawarkan, memberikan untuk 
terus maupun untuk sementara waktu, menyerahkan atau memperlihatkan tulisan, 
gambaran atau benda yang melanggar kesusilaan, maupun alat untuk mencegah atau 
menggugurkan kehamilan kepada seorang yang belum dewasa, dan yang diketahui atau 
sepatutnya harus diduga bahwa umumya belum tujuh belas tahun, jika isi tulisan, 
gambaran, benda atau alat itu telah diketahuinya. 
(2) Diancam dengan pidana yang sama, barang siapa membacakan isi tulisan yang 
melanggar kesusilaan di muka oranng yang belum dewasa sebagaimana dimaksud dalam 
ayat yang lalu, jika isi tadi telah diketahuinya. 
(3) Diancam dengan pidana penjara paling lama empat bulan atau pidana kurungan 
paling lama tiga bulan atau pidana denda paling banyak sembilan ribu rupiah, 
barang siapa menawarkan, memberikan untuk terus maupun untuk sementara waktu, 
menyerahkan atau memperlihatkan, tulis- an, gambaran atau benda yang melanggar 
kesusilaan, maupun alat untuk mencegah atau menggugurkan kehamilan kepada 
seorang yang belum dewasa sebagaimana dimaksud dalam ayat pertama, jika ada 
alasan kuat baginya untuk menduga, bahwa tulisan, gambaran atau benda yang 
melang- gar kesusilaan atau alat itu adalah alat untuk mencegah atau 
menggugurkan kehamilan. 
"
